Date,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index
11-24-2016,82.99,48622.06,-0.10%,-0.04%
11-25-2016,82.77,48622.89,-0.27%,0.00%
11-28-2016,82.24,48453.99,-0.64%,-0.35%
11-29-2016,82.17,48406.33,-0.09%,-0.10%
11-30-2016,83.15,48690.84,1.20%,0.59%
12-01-2016,83.04,48512.25,-0.13%,-0.37%
12-02-2016,83.03,48593.71,-0.02%,0.17%
12-05-2016,83.30,48731.58,0.32%,0.28%
12-06-2016,83.21,48833.57,-0.10%,0.21%
12-07-2016,83.35,49219.62,0.17%,0.79%
12-08-2016,83.84,49409.43,0.59%,0.39%
12-09-2016,84.01,49464.34,0.20%,0.11%
12-12-2016,83.89,49386.48,-0.14%,-0.16%
12-13-2016,84.25,49727.90,0.43%,0.69%
12-14-2016,83.33,49123.31,-1.09%,-1.22%
12-15-2016,83.38,49191.60,0.06%,0.14%
12-16-2016,83.28,49301.26,-0.12%,0.22%
12-19-2016,83.29,49358.31,0.01%,0.12%
12-20-2016,83.50,49435.66,0.25%,0.16%
12-21-2016,83.34,49477.62,-0.19%,0.08%
12-22-2016,83.56,49589.91,0.26%,0.23%
12-23-2016,83.45,49567.01,-0.13%,-0.05%
12-28-2016,83.87,49715.83,0.51%,0.30%
12-29-2016,83.99,49935.86,0.14%,0.44%
12-30-2016,83.59,49500.53,-0.48%,-0.87%
01-03-2017,84.24,49874.32,0.79%,0.76%
01-04-2017,84.67,50242.81,0.50%,0.74%
01-05-2017,84.68,50468.92,0.02%,0.45%
01-06-2017,84.13,50201.08,-0.65%,-0.53%
01-09-2017,83.04,49854.09,-1.29%,-0.69%
01-10-2017,83.25,49977.77,0.25%,0.25%
01-11-2017,83.49,50190.59,0.29%,0.43%
01-12-2017,82.95,49953.36,-0.65%,-0.47%
01-13-2017,83.43,50210.51,0.58%,0.51%
01-16-2017,83.41,50152.23,-0.03%,-0.12%
01-17-2017,83.30,50036.93,-0.14%,-0.23%
01-18-2017,83.30,49896.39,0.01%,-0.28%
01-19-2017,83.27,49936.95,-0.04%,0.08%
01-20-2017,83.89,50385.00,0.74%,0.90%
01-23-2017,83.31,50167.96,-0.68%,-0.43%
01-24-2017,83.85,50621.45,0.65%,0.90%
01-25-2017,84.27,50728.94,0.49%,0.21%
01-26-2017,84.23,50637.10,-0.05%,-0.18%
01-27-2017,84.27,50519.56,0.06%,-0.23%
01-30-2017,83.34,49982.77,-1.11%,-1.06%
01-31-2017,83.24,49920.59,-0.12%,-0.12%
02-01-2017,83.37,49973.93,0.15%,0.11%
02-02-2017,83.42,49964.34,0.06%,-0.02%
02-03-2017,83.73,50215.07,0.37%,0.50%
02-06-2017,83.33,50151.97,-0.48%,-0.13%
02-07-2017,83.40,50287.79,0.09%,0.27%
02-08-2017,83.82,50467.60,0.49%,0.36%
02-09-2017,84.16,50673.67,0.41%,0.41%
02-10-2017,84.69,51036.80,0.63%,0.72%
02-13-2017,84.75,51141.58,0.07%,0.21%
02-14-2017,85.07,51241.32,0.38%,0.20%
02-15-2017,85.43,51433.50,0.43%,0.38%
02-16-2017,85.56,51495.89,0.14%,0.12%
02-17-2017,85.35,51422.98,-0.24%,-0.14%
02-21-2017,85.93,51700.69,0.69%,0.54%
02-22-2017,85.24,51403.10,-0.80%,-0.58%
02-23-2017,85.17,51244.78,-0.09%,-0.31%
02-24-2017,83.68,50460.21,-1.75%,-1.53%
02-27-2017,83.26,50234.50,-0.50%,-0.45%
02-28-2017,83.06,50026.48,-0.23%,-0.41%
03-01-2017,83.45,50703.29,0.47%,1.35%
03-02-2017,83.24,50498.42,-0.26%,-0.40%
03-03-2017,83.88,50734.52,0.77%,0.47%
03-06-2017,83.89,50804.17,0.01%,0.14%
03-07-2017,83.52,50736.72,-0.43%,-0.13%
03-08-2017,82.74,50394.75,-0.94%,-0.67%
03-09-2017,83.27,50398.46,0.64%,0.01%
03-10-2017,82.93,50431.56,-0.41%,0.07%
03-13-2017,83.40,50579.42,0.57%,0.29%
03-14-2017,82.86,50045.02,-0.65%,-1.06%
03-15-2017,83.62,50516.71,0.92%,0.94%
03-16-2017,83.85,50651.89,0.28%,0.27%
03-17-2017,83.65,50418.07,-0.23%,-0.46%
03-20-2017,83.43,50263.92,-0.27%,-0.31%
03-21-2017,82.28,49844.91,-1.37%,-0.83%
03-22-2017,82.36,49961.94,0.09%,0.23%
03-23-2017,82.71,50244.42,0.43%,0.57%
03-24-2017,82.85,50286.16,0.17%,0.08%
03-27-2017,82.97,50493.89,0.15%,0.41%
03-28-2017,83.36,50794.60,0.47%,0.60%
03-29-2017,83.93,51029.94,0.68%,0.46%
03-30-2017,83.80,50774.11,-0.15%,-0.50%
03-31-2017,83.80,50695.31,0.00%,-0.16%
04-03-2017,84.21,50815.83,0.48%,0.24%
04-04-2017,84.76,51091.92,0.65%,0.54%
04-05-2017,84.54,51006.85,-0.26%,-0.17%
04-06-2017,84.63,51213.14,0.10%,0.40%
04-07-2017,84.47,51115.12,-0.19%,-0.19%
04-10-2017,85.02,51322.79,0.66%,0.41%
04-11-2017,84.96,51313.52,-0.08%,-0.02%
04-12-2017,84.49,51056.84,-0.55%,-0.50%
04-13-2017,84.01,50688.40,-0.57%,-0.72%
04-17-2017,84.93,51175.90,1.10%,0.96%
04-18-2017,84.65,50973.00,-0.32%,-0.40%
04-19-2017,84.21,50747.32,-0.53%,-0.44%
04-20-2017,84.46,50985.69,0.30%,0.47%
04-21-2017,84.47,50982.99,0.01%,-0.01%
04-24-2017,84.90,51302.89,0.51%,0.63%
04-25-2017,85.38,51409.76,0.56%,0.21%
04-26-2017,85.04,51108.01,-0.40%,-0.59%
04-27-2017,83.99,50657.90,-1.23%,-0.88%
04-28-2017,84.35,50918.15,0.43%,0.51%
05-01-2017,84.45,50883.86,0.12%,-0.07%
05-02-2017,84.48,51027.65,0.03%,0.28%
05-03-2017,84.16,50777.71,-0.38%,-0.49%
05-04-2017,83.31,50299.30,-1.01%,-0.94%
05-05-2017,84.48,50905.84,1.40%,1.21%
05-08-2017,84.92,51135.71,0.52%,0.45%
05-09-2017,84.35,50864.93,-0.67%,-0.53%
05-10-2017,85.01,51074.70,0.79%,0.41%
05-11-2017,84.57,50831.75,-0.52%,-0.48%
05-12-2017,84.32,50800.97,-0.29%,-0.06%
05-15-2017,84.91,51101.05,0.70%,0.59%
05-16-2017,84.71,50824.73,-0.23%,-0.54%
05-17-2017,83.34,49947.68,-1.62%,-1.73%
05-18-2017,83.49,49962.76,0.18%,0.03%
05-19-2017,84.45,50556.45,1.16%,1.19%
05-23-2017,84.54,50621.00,0.11%,0.13%
05-24-2017,84.42,50439.55,-0.15%,-0.36%
05-25-2017,84.18,50410.89,-0.28%,-0.06%
05-26-2017,84.13,50431.16,-0.06%,0.04%
05-29-2017,84.05,50472.95,-0.10%,0.08%
05-30-2017,83.79,50312.50,-0.30%,-0.32%
05-31-2017,83.72,50243.42,-0.08%,-0.14%
06-01-2017,84.20,50649.27,0.57%,0.81%
06-02-2017,83.94,50560.36,-0.32%,-0.18%
06-05-2017,83.86,50452.60,-0.09%,-0.21%
06-06-2017,84.25,50632.55,0.46%,0.36%
06-07-2017,83.68,50348.43,-0.68%,-0.56%
06-08-2017,84.10,50519.46,0.50%,0.34%
06-09-2017,84.60,50685.22,0.59%,0.33%
06-12-2017,84.20,50392.75,-0.48%,-0.58%
06-13-2017,84.23,50407.88,0.04%,0.03%
06-14-2017,82.92,49732.20,-1.56%,-1.34%
06-15-2017,82.74,49700.38,-0.22%,-0.06%
06-16-2017,82.43,49805.67,-0.37%,0.21%
06-19-2017,82.56,50046.62,0.16%,0.48%
06-20-2017,82.32,49667.23,-0.29%,-0.76%
06-21-2017,82.26,49665.91,-0.08%,0.00%
06-22-2017,82.43,49905.43,0.21%,0.48%
06-23-2017,82.94,50232.32,0.62%,0.66%
06-26-2017,82.78,50234.08,-0.20%,0.00%
06-27-2017,82.94,50119.97,0.19%,-0.23%
06-28-2017,83.47,50410.97,0.64%,0.58%
06-29-2017,83.16,49967.07,-0.37%,-0.88%
06-30-2017,82.97,49864.48,-0.23%,-0.21%
07-04-2017,82.81,49695.09,-0.20%,-0.34%
07-05-2017,82.87,49769.30,0.08%,0.15%
07-06-2017,82.34,49549.51,-0.64%,-0.44%
07-07-2017,82.14,49382.43,-0.24%,-0.34%
07-10-2017,82.31,49639.17,0.21%,0.52%
07-11-2017,82.54,49783.30,0.27%,0.29%
07-12-2017,82.43,49767.95,-0.13%,-0.03%
07-13-2017,82.46,49739.46,0.03%,-0.06%
07-14-2017,82.51,49870.29,0.07%,0.26%
07-17-2017,82.48,49839.23,-0.04%,-0.06%
07-18-2017,82.49,49787.53,0.01%,-0.10%
07-19-2017,83.00,50102.62,0.62%,0.63%
07-20-2017,83.03,50168.74,0.04%,0.13%
07-21-2017,82.66,49903.84,-0.45%,-0.53%
07-24-2017,82.49,49755.59,-0.21%,-0.30%
07-25-2017,82.87,49998.14,0.46%,0.49%
07-26-2017,82.83,49897.11,-0.05%,-0.20%
07-27-2017,82.96,49973.16,0.16%,0.15%
07-28-2017,82.73,49783.97,-0.28%,-0.38%
07-31-2017,82.85,49834.07,0.15%,0.10%
08-01-2017,82.85,50025.66,0.00%,0.38%
08-02-2017,83.16,50234.75,0.38%,0.42%
08-03-2017,82.37,49993.26,-0.95%,-0.48%
08-04-2017,82.69,50210.49,0.39%,0.43%
08-08-2017,82.65,50206.22,-0.05%,-0.01%
08-09-2017,82.49,50077.79,-0.19%,-0.26%
08-10-2017,81.60,49606.96,-1.08%,-0.94%
08-11-2017,81.55,49498.52,-0.06%,-0.22%
08-14-2017,81.76,49783.42,0.26%,0.58%
08-15-2017,81.62,49716.42,-0.18%,-0.13%
08-16-2017,81.51,49665.36,-0.13%,-0.10%
08-17-2017,81.28,49509.81,-0.28%,-0.31%
08-18-2017,80.84,49253.98,-0.54%,-0.52%
08-21-2017,80.85,49252.82,0.01%,0.00%
08-22-2017,80.89,49362.74,0.05%,0.22%
08-23-2017,80.98,49626.73,0.11%,0.53%
08-24-2017,81.27,49670.22,0.35%,0.09%
08-25-2017,81.23,49603.78,-0.05%,-0.13%
08-28-2017,81.20,49597.20,-0.03%,-0.01%
08-29-2017,81.57,49716.59,0.46%,0.24%
08-30-2017,81.70,49892.60,0.16%,0.35%
08-31-2017,82.26,50166.87,0.68%,0.55%
09-01-2017,82.12,50100.01,-0.18%,-0.13%
09-05-2017,81.75,49765.45,-0.45%,-0.67%
09-06-2017,81.77,49665.65,0.02%,-0.20%
09-07-2017,81.32,49568.79,-0.55%,-0.20%
09-08-2017,81.04,49439.42,-0.34%,-0.26%
09-11-2017,81.35,49622.39,0.38%,0.37%
09-12-2017,81.83,49962.97,0.59%,0.69%
09-13-2017,81.96,49909.93,0.17%,-0.11%
09-14-2017,82.16,50103.32,0.24%,0.39%
09-15-2017,82.03,50104.33,-0.16%,0.00%
09-18-2017,82.22,50314.49,0.23%,0.42%
09-19-2017,82.50,50500.41,0.34%,0.37%
09-20-2017,83.19,50819.84,0.83%,0.63%
09-21-2017,83.74,51037.89,0.66%,0.43%
09-22-2017,83.84,51043.37,0.12%,0.01%
09-25-2017,84.25,51248.31,0.48%,0.40%
09-26-2017,84.08,51109.22,-0.20%,-0.27%
09-27-2017,84.90,51571.44,0.98%,0.90%
09-28-2017,84.81,51644.87,-0.11%,0.14%
09-29-2017,84.66,51701.68,-0.18%,0.11%
10-02-2017,85.05,51956.14,0.46%,0.49%
10-03-2017,85.21,52033.92,0.19%,0.15%
10-04-2017,85.23,52009.09,0.02%,-0.05%
10-05-2017,85.44,52219.02,0.25%,0.40%
10-06-2017,85.09,52060.36,-0.41%,-0.30%
10-10-2017,85.40,52199.52,0.36%,0.27%
10-11-2017,85.53,52298.93,0.15%,0.19%
10-12-2017,85.28,52107.80,-0.30%,-0.37%
10-13-2017,85.65,52324.21,0.43%,0.42%
10-16-2017,85.63,52309.40,-0.01%,-0.03%
10-17-2017,85.35,52356.41,-0.34%,0.09%
10-18-2017,85.26,52241.42,-0.10%,-0.22%
10-19-2017,85.63,52360.36,0.43%,0.23%
10-20-2017,85.75,52492.02,0.14%,0.25%
10-23-2017,85.81,52487.18,0.07%,-0.01%
10-24-2017,86.08,52653.55,0.31%,0.32%
10-25-2017,85.82,52518.79,-0.30%,-0.26%
10-26-2017,86.01,52642.03,0.22%,0.23%
10-27-2017,86.62,52847.06,0.71%,0.39%
10-30-2017,87.00,53021.10,0.44%,0.33%
10-31-2017,87.32,53113.94,0.36%,0.18%
11-01-2017,87.37,53126.35,0.06%,0.02%
11-02-2017,87.40,53078.82,0.03%,-0.09%
11-03-2017,87.40,53095.96,0.01%,0.03%
11-06-2017,88.07,53334.74,0.76%,0.45%
11-07-2017,88.02,53467.28,-0.06%,0.25%
11-08-2017,87.83,53380.67,-0.22%,-0.16%
11-09-2017,88.09,53303.60,0.30%,-0.14%
11-10-2017,87.74,53161.62,-0.40%,-0.27%
11-13-2017,87.42,53118.54,-0.36%,-0.08%
11-14-2017,86.90,52769.76,-0.59%,-0.66%
11-15-2017,86.70,52660.87,-0.23%,-0.21%
11-16-2017,86.71,52849.70,0.01%,0.36%
11-17-2017,86.94,53063.96,0.26%,0.41%
11-20-2017,86.87,53093.11,-0.08%,0.05%
11-21-2017,87.10,53335.06,0.27%,0.46%
11-22-2017,87.03,53325.64,-0.09%,-0.02%
11-23-2017,87.05,53334.95,0.02%,0.02%
11-24-2017,87.23,53449.62,0.21%,0.21%
11-27-2017,86.88,53231.03,-0.40%,-0.41%
11-28-2017,86.74,53196.94,-0.15%,-0.06%
11-29-2017,86.62,53013.70,-0.14%,-0.34%
11-30-2017,86.98,53364.69,0.41%,0.66%
12-01-2017,87.13,53270.11,0.18%,-0.18%
12-04-2017,87.07,53038.67,-0.07%,-0.43%
12-05-2017,86.76,52861.49,-0.36%,-0.33%
12-06-2017,86.69,52840.99,-0.07%,-0.04%
12-07-2017,87.15,53208.75,0.53%,0.70%
12-08-2017,87.61,53487.25,0.52%,0.52%
12-11-2017,87.56,53520.72,-0.05%,0.06%
12-12-2017,87.30,53556.88,-0.29%,0.07%
12-13-2017,87.18,53632.68,-0.14%,0.14%
12-14-2017,86.62,53267.28,-0.64%,-0.68%
12-15-2017,86.43,53352.17,-0.21%,0.16%
12-18-2017,86.92,53650.36,0.56%,0.56%
12-19-2017,87.15,53656.41,0.27%,0.01%
12-20-2017,87.43,53743.97,0.32%,0.16%
12-21-2017,87.88,53822.72,0.52%,0.15%
12-22-2017,87.79,53770.79,-0.10%,-0.10%
12-27-2017,87.90,53910.57,0.12%,0.26%
12-28-2017,88.11,54021.69,0.25%,0.21%
12-29-2017,88.12,54002.68,0.01%,-0.04%
01-02-2018,88.41,54338.70,0.32%,0.62%
01-03-2018,88.81,54544.11,0.46%,0.38%
01-04-2018,88.90,54682.26,0.10%,0.25%
01-05-2018,88.35,54470.70,-0.63%,-0.39%
01-08-2018,88.18,54364.79,-0.19%,-0.19%
01-09-2018,88.35,54396.90,0.20%,0.06%
01-10-2018,87.86,54159.29,-0.56%,-0.44%
01-11-2018,88.13,54289.24,0.30%,0.24%
01-12-2018,88.23,54361.95,0.12%,0.13%
01-15-2018,88.55,54574.07,0.35%,0.39%
01-16-2018,88.05,54331.75,-0.55%,-0.44%
01-17-2018,88.03,54432.90,-0.02%,0.19%
01-18-2018,87.69,54292.33,-0.39%,-0.26%
01-19-2018,88.13,54524.64,0.50%,0.43%
01-22-2018,88.01,54506.34,-0.13%,-0.03%
01-23-2018,88.16,54538.53,0.17%,0.06%
01-24-2018,87.89,54328.88,-0.31%,-0.38%
01-25-2018,87.62,54061.30,-0.30%,-0.49%
01-26-2018,87.69,54178.77,0.08%,0.22%
01-29-2018,87.11,53696.67,-0.67%,-0.89%
01-30-2018,86.55,53244.19,-0.65%,-0.84%
01-31-2018,86.63,53249.36,0.10%,0.01%
02-01-2018,86.08,52946.41,-0.64%,-0.57%
02-02-2018,84.89,52095.56,-1.37%,-1.61%
02-05-2018,83.45,51190.18,-1.70%,-1.74%
02-06-2018,83.52,51287.38,0.08%,0.19%
02-07-2018,83.06,51177.22,-0.54%,-0.21%
02-08-2018,81.83,50292.69,-1.48%,-1.73%
02-09-2018,81.76,50188.91,-0.09%,-0.21%
02-12-2018,82.65,50881.91,1.09%,1.38%
02-13-2018,82.41,50797.44,-0.29%,-0.17%
02-14-2018,83.01,51204.55,0.72%,0.80%
02-15-2018,83.17,51470.46,0.20%,0.52%
02-16-2018,83.42,51621.15,0.29%,0.29%
02-20-2018,83.31,51587.57,-0.13%,-0.07%
02-21-2018,83.87,51873.70,0.67%,0.55%
02-22-2018,84.02,51825.23,0.18%,-0.09%
02-23-2018,84.87,52261.39,1.02%,0.84%
02-26-2018,85.12,52516.06,0.30%,0.49%
02-27-2018,85.23,52395.33,0.13%,-0.23%
02-28-2018,83.81,51643.60,-1.67%,-1.43%
03-01-2018,83.91,51484.10,0.13%,-0.31%
03-02-2018,83.85,51467.38,-0.08%,-0.03%
03-05-2018,84.57,51992.44,0.87%,1.02%
03-06-2018,84.61,52005.72,0.05%,0.03%
03-07-2018,84.43,51777.35,-0.21%,-0.44%
03-08-2018,84.44,52010.06,0.01%,0.45%
03-09-2018,84.64,52145.14,0.24%,0.26%
03-12-2018,84.68,52237.26,0.04%,0.18%
03-13-2018,84.72,52379.94,0.05%,0.27%
03-14-2018,84.39,52433.61,-0.39%,0.10%
03-15-2018,84.55,52502.44,0.19%,0.13%
03-16-2018,84.88,52639.03,0.39%,0.26%
03-19-2018,84.50,52231.31,-0.45%,-0.77%
03-20-2018,84.84,52321.65,0.41%,0.17%
03-21-2018,85.21,52521.34,0.44%,0.38%
03-22-2018,84.01,51604.12,-1.41%,-1.75%
03-23-2018,83.15,51019.79,-1.03%,-1.13%
03-26-2018,83.40,51270.54,0.30%,0.49%
03-27-2018,83.21,51008.75,-0.23%,-0.51%
03-28-2018,82.90,50898.57,-0.37%,-0.22%
03-29-2018,83.91,51562.02,1.21%,1.30%
04-02-2018,83.26,51069.99,-0.77%,-0.95%
04-03-2018,83.57,50960.26,0.37%,-0.21%
04-04-2018,83.28,50905.21,-0.35%,-0.11%
04-05-2018,84.24,51550.05,1.15%,1.27%
04-06-2018,83.58,51053.60,-0.78%,-0.96%
04-09-2018,83.43,51151.78,-0.18%,0.19%
04-10-2018,83.70,51267.46,0.33%,0.23%
04-11-2018,83.88,51253.23,0.21%,-0.03%
04-12-2018,84.05,51292.85,0.21%,0.08%
04-13-2018,84.30,51310.05,0.29%,0.03%
04-16-2018,84.26,51398.86,-0.04%,0.17%
04-17-2018,84.46,51576.64,0.24%,0.35%
04-18-2018,85.41,52170.14,1.13%,1.15%
04-19-2018,85.22,51917.18,-0.23%,-0.48%
04-20-2018,85.26,52019.61,0.05%,0.20%
04-23-2018,85.78,52247.20,0.62%,0.44%
04-24-2018,85.58,52030.95,-0.23%,-0.41%
04-25-2018,85.99,52141.33,0.47%,0.21%
04-26-2018,86.59,52571.10,0.70%,0.82%
04-27-2018,86.21,52688.31,-0.44%,0.22%
04-30-2018,86.12,52501.09,-0.11%,-0.36%
05-01-2018,86.23,52538.23,0.13%,0.07%
05-02-2018,86.26,52569.60,0.03%,0.06%
05-03-2018,85.90,52547.89,-0.42%,-0.04%
05-04-2018,86.49,52910.96,0.70%,0.69%
05-07-2018,86.68,53177.47,0.22%,0.50%
05-08-2018,86.56,53292.11,-0.14%,0.22%
05-09-2018,87.23,53522.34,0.77%,0.43%
05-10-2018,87.83,53686.15,0.68%,0.31%
05-11-2018,87.72,53766.72,-0.12%,0.15%
05-14-2018,88.04,54153.97,0.37%,0.72%
05-15-2018,88.15,54197.02,0.13%,0.08%
05-16-2018,88.42,54236.62,0.31%,0.07%
05-17-2018,88.90,54361.00,0.54%,0.23%
05-18-2018,88.88,54424.49,-0.03%,0.12%
05-22-2018,88.68,54367.86,-0.23%,-0.10%
05-23-2018,88.34,54331.06,-0.38%,-0.07%
05-24-2018,88.00,54273.25,-0.39%,-0.11%
05-25-2018,87.68,54146.03,-0.36%,-0.23%
05-28-2018,87.41,53945.66,-0.31%,-0.37%
05-29-2018,86.80,53638.32,-0.70%,-0.57%
05-30-2018,87.40,54086.55,0.69%,0.84%
05-31-2018,87.65,54136.59,0.28%,0.09%
06-01-2018,86.45,54091.00,-1.37%,-0.08%
06-04-2018,87.26,54120.31,0.94%,0.05%
06-05-2018,87.35,54356.48,0.11%,0.44%
06-06-2018,87.30,54564.62,-0.06%,0.38%
06-07-2018,87.45,54616.57,0.17%,0.10%
06-08-2018,87.43,54654.19,-0.03%,0.07%
06-11-2018,87.43,54860.22,0.00%,0.38%
06-12-2018,87.45,54947.28,0.02%,0.16%
06-13-2018,87.21,54871.11,-0.27%,-0.14%
06-14-2018,87.27,55123.47,0.06%,0.46%
06-15-2018,86.81,55074.37,-0.52%,-0.09%
06-18-2018,87.22,55308.90,0.47%,0.43%
